"ID","Description","Account type","DIMLIST","DRCRRECLASS","Offset account used in US Eliminations","EQUITYRCLS","EVDES_ENG","FA_01","FA_02","FA_03","FA_04","FA_05","FA_XX","INTERCO","MISC_CHECK","Rate type","RECLASS250","RECLASS253","RECLASS256","RECLASS258","RECLASS264","RECLASS265","RECLASS266","Scaling","Elimination Code","H1"
"29185003","Accrued Other Reserves - Power","LEQ","","","","","Accrued Other Reserves - Power","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185004","Accrued Other Reserves - Water","LEQ","","","","","Accrued Other Reserves - Water","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185005","Accrued Expenses Radioactive Sludge","LEQ","","","","","Accrued Expenses Radioactive Sludge","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"29185006","Accrued Expenses European Union Projects","LEQ","","","","","Accrued Expenses European Union Projects","","","","","","","","","ENDDE","","","","","","","","","","L83_ACCRUALSOTHER"
"19184006","Accum Deprec - Other Equipment","AST","","","","","Accum Deprec - Other Equipment","","","","","","","","","ENDDE","","","","","","","","","","L332_MACHAD"
"05900001","Allowances for Doubtful Accounts - Single Items","AST","","","","","Allowances for Doubtful Accounts - Single Items","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05900000","Allowances for Doubtful Accounts - General Reserve","AST","","","","","Allowances for Doubtful Accounts - General Reserve","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05409599","ECCS Edit Corrections","AST","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05900010","Allowance for Doubtful Accounts - Specific Reserve","AST","","","","","Allowance for Doubtful Accounts - Specific Reserve","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05909599","ECCS Edit Corrections","AST","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05920500","Trade Rcvbl Related Party FX Revaluation","AST","","","","","Trade Rcvbl Related Party FX Revaluation","","","","","","","","","ENDDE","","","","","","","","","","L52_RECRELPARTY"
"05924000","A/R Accruals - Rel Party Manual Adjusting entries","AST","","","","","A/R Accruals - Rel Party Manual Adjusting entries","","","","","","","","","ENDDE","","","","","","","","","","L52_RECRELPARTY"
"05400000","Pending Customer Credit Notes","AST","","","","","Pending Customer Credit Notes","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05302000","Reserve For Customer and Policy Allowances","AST","","","","","Reserve For Customer and Policy Allowances","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"05209599","ECCS Edit Corrections","AST","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05209500","Customer Notes & Drafts Receivable Adjust Account","AST","","","","","Customer Notes & Drafts Receivable Adjust Account","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05209003","Bills of Exchange Receivable automatic","AST","","","","","Bills of Exchange Receivable automatic","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05200000","Customer tes & Drafts Receivable","AST","","","","","Customer tes & Drafts Receivable","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05109999","Accounts Receivable Gross - Project S","AST","","","","","Accounts Receivable Gross - Project S","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"05109599","ECCS Edit Corrections","AST","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05929000","Accounts Rec Gross- Rel Party- Reconciliation","AST","","","","","Accounts Rec Gross- Rel Party- Reconciliation","","","","","","","","","ENDDE","","","","","","","","","","L52_RECRELPARTY"
"05929599","ECCS Edit Corrections","AST","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L52_RECRELPARTY"
"06100000","Non Trade Receivables Gross","AST","","","","","Non Trade Receivables Gross","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100001","Rebills - General","AST","","","","","Rebills - General","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100047","Clearing Account Salaries Dresdner Bank","AST","","","","","Clearing Account Salaries Dresdner Bank","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100049","Clearing Account Charges to Sealed Air","AST","","","","","Clearing Account Charges to Sealed Air","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100051","Clearing Account Other Affiliated","AST","","","","","Clearing Account Other Affiliated","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100056","Clearing Account Office Material","AST","","","","","Clearing Account Office Material","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100057","Clearing Account Telefon Expenses","AST","","","","","Clearing Account Telefon Expenses","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100058","Clearing Account Milk, Coffee, Tea","AST","","","","","Clearing Account Milk, Coffee, Tea","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100062","Clearing Account Canteen","AST","","","","","Clearing Account Canteen","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100066","Clearing Account Other for Fixed Assets","AST","","","","","Clearing Account Other for Fixed Assets","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100067","Clearing Account Company Cars Charged From Worms","AST","","","","","Clearing Account Company Cars Charged From Worms","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100069","Clearing Account Other","AST","","","","","Clearing Account Other","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100090","Deposit for Packaging from Vendor","AST","","","","","Deposit for Packaging from Vendor","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100105","Deposit for Packaging from Vendor","AST","","","","","Deposit for Packaging from Vendor","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"01500000","Cash on Hand & In Transit","AST","","","","","Cash on Hand & In Transit","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01500024","Cash In Transit Dresdner Bank AG (DEM)","AST","","","","","Cash In Transit Dresdner Bank AG (DEM)","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01500025","Cash In Transit Affiliated Companies","AST","","","","","Cash In Transit Affiliated Companies","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01500040","Remittance In Transit","AST","","","","","Remittance In Transit","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01500066","Cash on Hand - Essen","AST","","","","","Cash on Hand - Essen","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01505010","Petty Cash Worms","AST","","","","","Petty Cash Worms","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01505012","Petty Cash Manufacturing","AST","","","","","Petty Cash Manufacturing","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01505013","Petty Cash Sales","AST","","","","","Petty Cash Sales","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01505016","Petty Cash Vienna","AST","","","","","Petty Cash Vienna","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01505017","Petty Cash Transfer Account","AST","","","","","Petty Cash Transfer Account","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01505018","Cash In Transit - Riba Banca Commerci","AST","","","","","Cash In Transit - Riba Banca Commerci","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01505019","Checks In Transit-Banco Sabadel","AST","","","","","Checks In Transit-Banco Sabadel","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01505024","Cash Moskau (via Grace Wien)","AST","","","","","Cash Moskau (via Grace Wien)","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01505033","Petty Cash Europe Holding","AST","","","","","Petty Cash Europe Holding","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01700000","Cash Equivalents (Mat Equal to/Less than 90 days)","AST","","","","","Cash Equivalents (Mat Equal to/Less than 90 days)","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"04200000","Other Marketable Securities","AST","","","","","Other Marketable Securities","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"04300000","Valuation Allowances Other Marketable Securities","AST","","","","","Valuation Allowances Other Marketable Securities","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"04500000","Restricted Cash","AST","","","","","Restricted Cash","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"05100500","Trade Receivables FX Revaluation","AST","","","","","Trade Receivables FX Revaluation","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05103600","Piper AR Clearing","AST","","","","","Piper AR Clearing","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05104000","Receivable Manual Adjusting entries","AST","","","","","Receivable Manual Adjusting entries","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05104050","Receivables Adjustm. Incotherms","AST","","","","","Receivables Adjustm. Incotherms","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05104100","UNBILLED SPENT CATALYST","AST","","","","","UNBILLED SPENT CATALYST","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"05106000","Accounts Receivable - Deferrals","AST","","","","","Accounts Receivable - Deferrals","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05108053","Receivable Manual Adj.","AST","","","","","Receivable Manual Adj.","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05109000","Accounts Receivable Gross - Reconciliation Account","AST","","","","","Accounts Receivable Gross - Reconciliation Account","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05109001","Accounts Receivable Domestic","AST","","","","","Accounts Receivable Domestic","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05109003","Accounts Receivable Foreign","AST","","","","","Accounts Receivable Foreign","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05109500","Accounts Receivable Adjustment Account","AST","","","","","Accounts Receivable Adjustment Account","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05109510","Bankruptcy Local Cases","AST","","","","","Bankruptcy Local Cases","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"05109520","Legal/Collector Issues","AST","","","","","Legal/Collector Issues","","","","","","","","","ENDDE","","","","","","","","","","L50_RECTRADE"
"06105044","Suspense Acc. - Akzo Settlement","AST","","","","","Suspense Acc. - Akzo Settlement","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105045","Suspense Acc. - Leasing Office Containers","AST","","","","","Suspense Acc. - Leasing Office Containers","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105046","Suspense Acc. - Repasack","AST","","","","","Suspense Acc. - Repasack","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105047","Suspense Acc. - Rigk","AST","","","","","Suspense Acc. - Rigk","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105049","Suspense Acc. - Transfer Sap Expenses","AST","","","","","Suspense Acc. - Transfer Sap Expenses","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105050","Suspense Acc. - Seriously Disabled Contribution","AST","","","","","Suspense Acc. - Seriously Disabled Contribution","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105051","Suspense Acc. - Settlement Of Tec Maintal","AST","","","","","Suspense Acc. - Settlement Of Tec Maintal","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105055","Suspense Acc. - Leasing Gr-building","AST","","","","","Suspense Acc. - Leasing Gr-building","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105056","Suspense Acc. - Scrapping Of Leased Assets","AST","","","","","Suspense Acc. - Scrapping Of Leased Assets","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105058","Suspense Acc - CWK Settlement","AST","","","","","Suspense Acc - CWK Settlement","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105060","Miscellaneous A/R","AST","","","","","Miscellaneous A/R","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105061","Suspense Acc. - Atlas","AST","","","","","Suspense Acc. - Atlas","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105062","Suspense Acc. - Container Waste II","AST","","","","","Suspense Acc. - Container Waste II","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105063","Suspense Acc. - Office Container Waste II","AST","","","","","Suspense Acc. - Office Container Waste II","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105064","Suspense Acc. - Miscelleanous","AST","","","","","Suspense Acc. - Miscelleanous","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105065","Suspense Account - Transfer Lüdge","AST","","","","","Suspense Account - Transfer Lüdge","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105066","Suspense Account - IT GCAP Europe","AST","","","","","Suspense Account - IT GCAP Europe","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105067","Global IO PC IT Europe - Debit","AST","","","","","Global IO PC IT Europe - Debit","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105068","Global IO PC IT Europe - Credit","AST","","","","","Global IO PC IT Europe - Credit","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105069","IT GCAP Europe - 272 Alltech Grom","AST","","","","","IT GCAP Europe - 272 Alltech Grom","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105070","IT GCAP Europe - 418 Grace Bauprodukte","AST","","","","","IT GCAP Europe - 418 Grace Bauprodukte","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105071","IT GCAP Europe - 275 Alltech Belgium","AST","","","","","IT GCAP Europe - 275 Alltech Belgium","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105073","IT GCAP Europe - 264 Grace Catalysts SE","AST","","","","","IT GCAP Europe - 264 Grace Catalysts SE","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105076","IT Global IO - AD Migration - Debit","AST","","","","","IT Global IO - AD Migration - Debit","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105077","IT Global IO - AD Migration - Credit","AST","","","","","IT Global IO - AD Migration - Credit","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105079","Suspense Account - Transfer to CC 251","AST","","","","","Suspense Account - Transfer to CC 251","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105080","Suspense Account - Transfer to CC 252","AST","","","","","Suspense Account - Transfer to CC 252","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105081","Suspense Account - Transfer to CC 253","AST","","","","","Suspense Account - Transfer to CC 253","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105090","Suspense Acct - Electricity","AST","","","","","Suspense Acct - Electricity","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06109000","Non Trade Receivables Gross - Reconciliation","AST","","","","","Non Trade Receivables Gross - Reconciliation","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06109599","ECCS Edit Corrections","AST","","","","","ECCS Edit Corrections","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100108","Suspense Account - Rebill Darex / Cement","AST","","","","","Suspense Account - Rebill Darex / Cement","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06100500","Non Trade Receivables FX Revaluation","AST","","","","","Non Trade Receivables FX Revaluation","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06104000","Non Trade Receivables Manual Adjusting entries","AST","","","","","Non Trade Receivables Manual Adjusting entries","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105001","Dlfd Posten Shop Order Asia Pacific Plant","AST","","","","","Dlfd Posten Shop Order Asia Pacific Plant","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105002","Dlfd Posten Abteilungsfeier","AST","","","","","Dlfd Posten Abteilungsfeier","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105004","Suspense Acc. - Inventory Accounting","AST","","","","","Suspense Acc. - Inventory Accounting","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105005","Suspense Acc. - Stock Options","AST","","","","","Suspense Acc. - Stock Options","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105008","Suspense Acc. - Miscelleanous","AST","","","","","Suspense Acc. - Miscelleanous","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105009","Suspense Acc. - Jubilee","AST","","","","","Suspense Acc. - Jubilee","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105010","Suspense Acc. -  Fixed Assets","AST","","","","","Suspense Acc. -  Fixed Assets","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105011","Suspense Acc. - Accounts Payable","AST","","","","","Suspense Acc. - Accounts Payable","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105012","Suspense Acc. - Accounts Petty Cash","AST","","","","","Suspense Acc. - Accounts Petty Cash","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105013","Suspense Acc. - Leased Buildings","AST","","","","","Suspense Acc. - Leased Buildings","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105014","Suspense Acc. - Inventory Adjustments","AST","","","","","Suspense Acc. - Inventory Adjustments","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105015","Suspense Acc. - Office Suppliess","AST","","","","","Suspense Acc. - Office Suppliess","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105016","Suspense Acc. - Copying Machines","AST","","","","","Suspense Acc. - Copying Machines","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105017","Suspense Acc. - Workers Clothing","AST","","","","","Suspense Acc. - Workers Clothing","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105018","Suspense Acc. - Coffeemachinesng","AST","","","","","Suspense Acc. - Coffeemachinesng","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105019","Suspense Acc. - Telephone","AST","","","","","Suspense Acc. - Telephone","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105020","Suspense Acc. - Offsetmachines","AST","","","","","Suspense Acc. - Offsetmachines","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105022","Suspense Acc. - Qc Wa","AST","","","","","Suspense Acc. - Qc Wa","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105023","Suspense Acc. - Qc Supplies","AST","","","","","Suspense Acc. - Qc Supplies","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105024","Suspense Acc. - Fixed Value Supplies","AST","","","","","Suspense Acc. - Fixed Value Supplies","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105027","Suspense Acc. - Fixed Assets Discounts","AST","","","","","Suspense Acc. - Fixed Assets Discounts","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105029","Suspense Acc. - Worms Office Building","AST","","","","","Suspense Acc. - Worms Office Building","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105030","Suspense Acc. - Weton Plant","AST","","","","","Suspense Acc. - Weton Plant","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105031","Suspense Acc. - Transfer Gpc Usa","AST","","","","","Suspense Acc. - Transfer Gpc Usa","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105032","Suspense Acc. - Transfer Container Epernon","AST","","","","","Suspense Acc. - Transfer Container Epernon","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105034","Suspense Acc. - Attrition Testing Units","AST","","","","","Suspense Acc. - Attrition Testing Units","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105035","Suspense Acc. - Transfer Norderstedt","AST","","","","","Suspense Acc. - Transfer Norderstedt","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"06105038","Suspense Acc. - Fiscal Representative Italy","AST","","","","","Suspense Acc. - Fiscal Representative Italy","","","","","","","","","ENDDE","","","","","","","","","","L53_OTHERASSETS"
"01109100","Autobank Transfer Account","AST","","","","","Autobank Transfer Account","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100584","DZ Bank / EUR / 0000140342","AST","","","","","DZ Bank / EUR / 0000140342","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100588","EIH Bank/EUR/48370004","AST","","","","","EIH Bank/EUR/48370004","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100605","Garantie Bankasi/TRY/6299982","AST","","","","","Garantie Bankasi/TRY/6299982","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100606","Garantie Bankasi/TRY/9091657","AST","","","","","Garantie Bankasi/TRY/9091657","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100607","Dte Bank/EUR/483844","AST","","","","","Dte Bank/EUR/483844","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100608","Dte Bank/TRY/483844","AST","","","","","Dte Bank/TRY/483844","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100629","Deutsche Bank/KWD/09459800046","AST","","","","","Deutsche Bank/KWD/09459800046","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100666","DB Polen/EUR/1150888000","AST","","","","","DB Polen/EUR/1150888000","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100701","Deutsche Bank/USD/0945964","AST","","","","","Deutsche Bank/USD/0945964","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100702","Deutsche Bank/USD/0945956","AST","","","","","Deutsche Bank/USD/0945956","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01101000","Foreign Exchange Clearings","AST","","","","","Foreign Exchange Clearings","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108011","Dresdner USD Kto. 18 46 231 0400","AST","","","","","Dresdner USD Kto. 18 46 231 0400","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108012","COMMERZBANK/USD/38250007","AST","","","","","COMMERZBANK/USD/38250007","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108013","Deutsche Bank/SEK/36603390005","AST","","","","","Deutsche Bank/SEK/36603390005","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108016","Dresdner DEM Kto. 18 46 231 00","AST","","","","","Dresdner DEM Kto. 18 46 231 00","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108017","COMMERZBANK/EUR/3825007","AST","","","","","COMMERZBANK/EUR/3825007","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108018","Dresdner DEM Deposit","AST","","","","","Dresdner DEM Deposit","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108019","COMMERZBANK/EUR/38250007","AST","","","","","COMMERZBANK/EUR/38250007","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108020","Kreditanstalt Wien ATS Deb. 0175 444 1200","AST","","","","","Kreditanstalt Wien ATS Deb. 0175 444 1200","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108021","Coba CHF Kto. 382 50 07 CHF","AST","","","","","Coba CHF Kto. 382 50 07 CHF","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108022","COMMERZBANK/GBP/3825007","AST","","","","","COMMERZBANK/GBP/3825007","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108023","Dresdner GBP Kto. 18 46 231 0006","AST","","","","","Dresdner GBP Kto. 18 46 231 0006","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108024","Landesbank Rheinland-Pfalz 110 134 616","AST","","","","","Landesbank Rheinland-Pfalz 110 134 616","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108025","DRESDNER BANK AG/EUR/180199500888","AST","","","","","DRESDNER BANK AG/EUR/180199500888","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108026","Provinsbanken EUR Kro.122 0010 8907","AST","","","","","Provinsbanken EUR Kro.122 0010 8907","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108027","Provinsbanken DEM Kto. 336 400 3412","AST","","","","","Provinsbanken DEM Kto. 336 400 3412","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108028","Dresdner DKK","AST","","","","","Dresdner DKK","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108029","Dresdner SEK Kto. 18 46 231 0030","AST","","","","","Dresdner SEK Kto. 18 46 231 0030","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108030","Dresdner ESP","AST","","","","","Dresdner ESP","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108031","Dresdner NOK Kto. 18 46 231 00028","AST","","","","","Dresdner NOK Kto. 18 46 231 00028","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01108032","Dresdner CHF Kto. 18 46 231 00039","AST","","","","","Dresdner CHF Kto. 18 46 231 00039","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100120","DRESDNER BANK AG/EUR/13700500888","AST","","","","","DRESDNER BANK AG/EUR/13700500888","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100121","Commerzbank AG (EUR)","AST","","","","","Commerzbank AG (EUR)","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100330","Commerzbank AG/EUR/8723660","AST","","","","","Commerzbank AG/EUR/8723660","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100331","Commerzbank AG/EUR/3422011","AST","","","","","Commerzbank AG/EUR/3422011","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100358","DRESDNER BANK Polen/PLZ/76231000000140069100000000","AST","","","","","DRESDNER BANK Polen/PLZ/76231000000140069100000000","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100390","Nordea Bank Escrow Ernst&Young","AST","","","","","Nordea Bank Escrow Ernst&Young","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100500","Bank Accounts FX Revaluation","AST","","","","","Bank Accounts FX Revaluation","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100503","Deutsche Bank/EUR/0945964 00","AST","","","","","Deutsche Bank/EUR/0945964 00","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100504","Deutsche Bank/EUR/0945956 00","AST","","","","","Deutsche Bank/EUR/0945956 00","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100505","Deutsche Bank/EUR/0945980 00","AST","","","","","Deutsche Bank/EUR/0945980 00","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100506","Deutsche Bank/USD/0945980 00","AST","","","","","Deutsche Bank/USD/0945980 00","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
"01100507","Deutsche Bank/EUR/0946202 00","AST","","","","","Deutsche Bank/EUR/0946202 00","","","","","","","","","ENDDE","","","","","","","","","","L57_CASH"
